:(,4
se**ng,1
giniiii.,1
belajar,8
negatifffff.,1
sticker,3
bacott,1
nyindir,1
bggggt.,1
ninggal,1
tavern,1
anjeer,1
suami,2
lopyu.,2
😅😭😢😢,1
plsss.,1
algoritma,1
khawatierr.,1
pisah,1
1/4.,1
1nya,2
bayi,1
kotor,1
prologcafe,1
20,,1
gratisnya:,1
gtw,3
wakkaka,1
tarik,1
cri,3
germo,1
bestieee.,1
asulah,1
langsung,18
namanya,8
selingkuhannya,1
templatenya,1
kabar,1
rapi,2
ketahuan,2
kelakuannya.,1
teratur,1
bgy,1
circle,1
akwekek,1
soapa,1
hasil.,1
lay,1
kreeennn,1
gemeshhh,1
vidcall?,1
pelajarin,1
bentaran,1
6km,1
iyeee,4
nipu,2
bacanya,1
ga?,42
kita?,1
padahal.,1
enakan,4
el.,8
ngelantur,1
jahat,4
mksdnya????,1
wakaka.,1
barat,3
semangaatt!,1
awas,10
dimobil.,1
bilang,40
rumah.,6
beteee.,4
bkin,2
dikit.,1
ya,302
biasanya,,1
ketebelan,1
emang.,3
ngegym.,1
anget.,1
lamaaa.,1
janji.,1
laahhh.,3
sil,1
dikamar,1
terus,,1
cepetan,2
gituannn.,1
kenalin,2
asri,3
kemalemaannn,1
ngerii,1
🤣🤣🤣,1
jkt,25
maghrib,3
best,1
sellasa,1
10'an,1
sore,16
unyel2,2
af,1
wkwkwkwkwkwkwkwkw,1
brkt,2
biasanya,20
joget,2
https://www.tokopedia.com/anurashop/sepatu-olahraga-nike-winflo-8-running-lari-jogging-wanita-original-putih?whid=0,1
byee.,1
deketnya,1
lihatnya.,2
berubah.,1
rabu,10
tapos,2
gombalanku,1
semangaaatt.,1
yaudaahh,1
allaahhh.,1
padet,1
kosannya,2
kan.,9
ngntuk,1
kenceng,2
izinin,1
jelekbgttt.,1
lakuin.,1
ajalah,9
wmwkwkww.,1
repot,1
sibuk?,2
cipe,2
yuk.,1
dekettt.,1
maless,1
legal.,1
poli,2
karwna,1
yah,12
gausajh.,1
mukaky,1
bangettt???,1
jogging,5
bilaangggg,1
deleted.,10
wkwkkwkw,1
tidak,3
bukit,1
seniorku,1
ki,1
studio,2
jokes-in,1
enek.,1
maksudnya,12
senyum,1
kanker,1
cepet2,1
harus,34
kasihaann.,1
rujukan,1
mbahmu?,1
manaa?,1
okaaayyyy.,6
tv,1
k,5
khawatiran,1
capeekk.,1
buat.,2
mbahmu,1
850,1
rumahku,8
7.30,1
makaciiii.,1
epic.,1
refund,1
botak,1
sebuah,1
tadiii.,3
latihannya,2
1.5jt,1
ini.,12
indonart,1
bareng!!!,1
wkwkwkwkwkwk,5
antara,1
diprotes,1
laptop,11
rizky.zip,1
wwkwkwkwkwkw.,1
gabisaa.,1
gataauuu.,1
okeeehh.,1
hahahahahahaha,1
wkwkwk,77
pd,5
secepatnya,1
bucinnn.,1
u/,1
sehat,2
ceritain,2
ichq,1
mergokin,1
bareng,14
gaada,7
ngasih.,1
wkkwwkkw.,1
ml?,1
kenal,4
maskerr,1
3km,3
kebiasaan,2
mba2,2
wkwkwkwkwkwkwkwkwkwk.,2
sel,1
jnt,1
maloe.,1
kuat.,1
bntrrrr.,1
disakitin,1
sltg,1
6an,4
jamber,7
5/10,1
favnya.,1
gabisaaaa.,1
after,1
baguslah,4
trus,18
aja,,1
sec,1
https://twitter.com/taste_mens/status/1502603968156868608?t=mmllq8wxscsj7y2s-iqwmq&s=19,1
goblog,2
cocok.,1
sekarang,,1
hw.,1
jamet2,1
ngegantiin.,1
jawabannya.,1
botol,3
putus2,1
joinnn.,4
bentuk,1
wjwjwkw,1
siapatau,1
ngulang2,2
disampein,1
eskrim,3
maeeennn.,1
tlol.,1
https://www.kompas.com/sains/read/2021/12/16/142544523/laura-anna-keluhkan-asam-lambung-sebelum-meninggal-bisakah-gerd-sebabkan?page=all,1
kemanaaam,1
gantinya.,1
ngilangnya,1
team,1
usah,1
km.,18
wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwk.,1
ketiduran.....,1
deehh,1
emanggg,1
manisnya,1
disingkat,1
muat,1
iniii.,3
cobain,2
okeeeyyyyy.,1
diganggu,4
minggu,8
nihh.,2
baunya?,1
badanku,1
br,8
km??,1
pake,55
ngebucin,1
https://goo.gl/maps/7zap4pwwrxp5z3ft5,1
culun,1
seriusss,1
krj,1
wkekwkwkwkw,1
akunya,10
tolol.,1
ngejoki?,1
balikkk,3
kapan????,1
kampret,7
nangis.,3
jaksel.,1
mampush,1
nontonin,1
rumahnya,2
mulutku,1
penghasilanku,1
gaaak,1
lihat2,4
gabisa,,1
stay,2
skenario,1
card,1
kenapa,37
kecepetan,2
kamera,2
ngetweet,1
mabuk.,2
capek.,3
mabuk2an.,1
jawa,3
jne-in,1
joki,6
bisa2nyaaa.,1
lagi,161
bilangnya,4
4an.,1
merah,1
koper,1
arahin,1
semua.,3
pagi.,2
nahan,6
www.olx.co.id/item/tanah-kebun-sudah-ada-saung-bambu-di-ciawi-bogor-iid-845172616,1
gapernah,10
semalem,7
berusaha,2
bingung2.,1
biasanya.,1
aneh.,5
private,3
istri,2
heyy,1
(karena,1
8nan,1
bisa???,1
tempat,7
flight,6
nyampe,1
jambu,2
barusan,4
merhatiin,1
ngerevisi,1
fix,5
anehnya,1
motor,2
penjawi,1
napsu,1
ngeluh,1
pikun,2
hddehh,1
(jalan,1
banyaakk,,1
manusia,1
maks,1
gxx,1
dm,7
kariadi,1
ngerokok.,5
between,1
jangannn,1
rumahku.,1
pulang,,1
dluuuu,1
jamet,4
nginepnya,1
kokk,2
perpanjang,1
dinikahin,1
lengen,1
tontonan.,1
pacarin,1
harusnya.,1
komen2,1
potensi,2
https://www.youtube.com/watch?v=yknlttdmaqs,1
berkali2,1
mesum,1
ituu.,1
harga,2
haaaaa?,1
kusus,1
‎messages,1
c.,1
wkekwkw,1
oalaaahhh.,1
ceritanya,2
jogging.,1
senior,1
knp.,1
cai,1
ngeeenssss,1
ambilll,1
yaudahhhh,1
santai.,2
gereja,1
bacain,1
anget,2
goblok.,1
kemanaa.....,1
skincaree.,1
cabs,15
siapnya,1
time,3
campurr.,1
sorenya,1
694,8
kegiatan,1
jajanan,1
dicolonh.,1
dilakukan,2
yakk,1
siap.,1
lagu,1
cocomelon,1
sharelocc,1
kuingetin,1
bang,1
ngelarin,1
jutaan,4
sayang.,4
kata,12
jangan.,1
slepispotify@gmail.com,1
pasangan,2
tau,71
tgl,13
reaksi,1
dijawab,6
pala,1
disebelah,1
wkwkwkwkwkwkwkwkwkwkwkwkwkwkwkww.,1
mettt,2
masi,6
astaga,4
telfonnya,1
nemuin,1
niii,2
tidueer.,1
waktu,12
skrg?,3
ketularan,1
topinya,2
okee,12
makaann.,1
drmana?,1
spill,1
sambil,10
capeknya.,1
kamar.,1
naksir.,1
omitted,1538
second,1
skincarean.,1
haram,1
jaehyun,1
faris,3
kamu,271
gara2,5
taik,1
mama.,2
tinggi,2
smaku,1
trauma.,1
lhat.,1
pel,1
sakittt,2
noppp,1
makaannn.,1
lolos,1
goblougg,1
upn.,2
share,2
kerjain,2
itu?,9
kakak,2
kecuali,1
lama?,1
8an,1
beteeee.,1
pvj,2
suka,,1
sn,1
candaa,1
10.,1
bless,1
woi,1
tidur',1
jegboynya,1
calls,1
kiriku,1
sabarrr.,1
benerrrr.,3
bertubi2.,1
gunung,2
mati?,2
gakmau,1
terakhir,5
pembatasan,1
gakpapa,21
boleh.,2
bethari,1
https://www.youtube.com/watch?v=t8eme3thaqe,1
nggak,,1
ngantukan,,1
gapapaaaa.,3
bgtbgtbgt,2
programmer,2
nail,1
pin,2
ngechat2,1
taxi,2
pukul2,2
ok.,3
juta,9
bakar,1
nunggu,19
boxing?,1
bbrp,4
cowonya.,1
iye,9
copo,1
ramadhani,1
roomnyaaa.,1
sakit2an,1
ilang?,1
jogja,1
dimana?,9
oooo,1
*jeggsend,1
16,1
boutique,1
temen2ku,6
com,1
sibukkk.,1
btw,15
wait2,1
always.🙂🤜,1
cepet.,2
mikirrr.,1
akhir,4
iya,58
pokoknya,3
tusuk,1
bahasa,1
now,1
ak?,2
greja,1
dulu?,5
dibolehin,,1
kereenn,3
pasangannya.,2
mcd.,1
gblk.,3
intern,3
hari2,1
ditawarin,1
wkwkwkwkw.,12
rapat,2
kerjanya.,1
dibantuin,2
gaaakk,1
nyewa,1
polres?,1
bgtt5.,1
brengsek,2
amattt.,2
tanyain,2
seminggu,5
dengan,10
jantung,1
ramayanaaa.,1
sparringku,1
febrilian:,4398
15,2
kak,1
seneng,,1
dri,15
uddh,1
rocks.,1
finger2,1
meja.,1
babyyyy.,2
waitttt,1
akkk.,1
syuting,1
sii,1
chat.,2
pikir,3
aneeehh,1
ap.,1
tetep,9
gausa,6
sumbernya,2
hadeh2,1
5an,4
nolak?,1
kerdus.,1
nantilah,1
terakhirmu,1
dicoba,1
udaahh,4
jas,1
artis,3
tadi.,1
gskaaa.,1
bercanda.,1
money,1
berangkatnya,1
soalnya,54
perempatan,2
matanya,1
hantu,1
bgs,3
wakabem,1
gitu,87
mane,4
mabukkk.,1
lah,96
mohon,2
hjan,1
ketawa,4
pusing?,1
mang,1
gaa.,1
kegiatannya,1
simpenin,1
pacarku,1
12.,1
nopal.,1
laper.,1
engggak,1
puterr,1
durasi,1
kemanapun,1
berempat,1
ngobrol,12
spiderman,1
menjadi,1
gaboleh,6
rame,3
molo.,1
akun,2
wajar.,1
keknya.,2
kereenn.,1
miskin.,2
wkwkwkwkwkwkwkwkwk.,2
komitmennya,1
legalitasnya,1
taik.,1
gaktau,1
ngajakin,7
0htb3m,8
hadhhh,1
yeyyyy.,1
temen?,1
okaayyy.,6
nanyaaa.,3
jangann,1
parkiran,1
kemana,13
ambilnya,1
okeeeyyy.,5
vibe,2
experiment,6
bodoamat,16
baunya,3
anu,1
akwksksksks,1
bosen,3
minumin,1
https://open.spotify.com/playlist/353hke366qd77okkiryyp4?si=fcsqcunardayt_sb1czchg&utm_source=whatsapp,1
wait,6
pulanggg,2
diblock?,1
mna,1
nofal,1
kain,1
slh,2
lari?,1
tulang,1
dika,3
disayan,1
mati,12
ditembak,2
beda.,1
kepala,2
atau,39
rame2,1
sus,3
wkwkwkwkwkwkw.,2
teman,1
tempatku,2
dikosku.,1
ditulisannya,1
wkwjw.,1
tenang,2
jwb,3
b,2
papa,5
rambutmu,3
al,1
mana?,25
sebenenrya,1
coli,5
hai,2
sbb,1
dunia.,1
https://www.traveloka.com/hotel/indonesia/mg-suites-hotel-semarang-1000000474572?spec=05-01-2022.06-01-2022.1.1.hotel.1000000474572.mg%20suites%20hotel%20semarang.2&contexts=%7b%22sourcehoteldetail%22%3a%22share_button%22%7d,1
kering2.,1
dikamarrr.,1
unek2,1
borosss.,1
kapital,1
aslinya,1
keyyy,2
https://discord.gg/hunfxe5p,1
ukuran,1
main2,1
sendiri.,11
lima,3
malam,2
lambungku.,1
jumlah,1
manss,2
tirimu,1
buntelan,1
nyuruhnya,1
drama2,1
kalahnya,1
aadaaa.,1
cpek,4
mlnya,2
mandi,22
salatiga,,1
niteride,1
ditoilet,2
ngantuk,13
kurang,24
kedistract,1
sorry,6
2021,1
berarti,18
babe,6
benar.,1
keknyaaaa.,1
dlu.,10
ngemut,1
termasuk,1
pegel,3
melingkar,1
wii,1
juga.,3
hadeh,5
ugd.,1
moms,1
yes,1
gituin,1
dihalaman,1
thx,1
sih?,6
011001sel,2
ngurus,2
gojek?,1
irritated,1
pakde,1
solo?,1
gile,1
jelasinnya,1
sekaliii.,1
amans,1
kereeennnnn.,1
pokoknya.,1
kalau,3
faktaaa.,1
penat,1
u.,5
kekosnha,1
masak,17
smg?,1
90k,1
digebukin,1
gilaaaa.,1
topik,1
setres,,1
j&t,1
eyangmu,1
okaayyyy.,5
situasi,1
setresnha,1
no.,3
muntah2.,1
putihnyaa.,1
passwordnya,1
direncanain2,1
ngabisin,1
belom????,1
traveloka,1
dee,1
semoga,6
lain?,2
declineee,1
chattt,1
sampe.,1
heheh,1
tipsy,2
badan,4
70%nya,1
belum,18
perumahannya,1
bau2,1
gantengggg.,1
nyusul.,2
bntrr.,6
pejabat2,1
sih.,23
wkwkwkak,1
ngelihatin.,1
allahuakbarrrr.,2
ngaceng,1
batin,1
igd,1
kegesek2,1
ngelarang,1
semoodnya.,1
okeeehh,2
77,1
mantebb.,1
cbl.,1
sudah,4
kebayang.,3
suaminya.,1
couple,1
sabtu?,1
mwnya,1
potter,1
tana,1
mager,,1
es,2
ngecek,1
ngak,1
muhammad,1
babee.,1
wkwkwkwk,28
tar,21
gt?,1
wkwkakwkwk.,1
au,1
kangen,17
ditungguin,1
https://g.co/kgs/mdvwco,1
sstt,1
1x,1
tulus,1
murung.,1
https://tokopedia.link/innz5tzr6lb,1
gemesh,1
malemnya,4
sihhh.,4
sekarang?,2
banyaaakkk.,1
nobarnya.,1
ditingkatkan,1
jdwl,1
telingaku,1
mukulin,1
pula,6
sim,3
dah.,7
:,11
dicancel?,1
anjrrrr,1
yok,6
eventnya,1
huhuhu,1
wkakak.,1
bumble,5
noormans,1
blotongan-salatiga,1
malem,39
kasian,7
ktnya,4
enggaaa,4
kek,33
semangaaattt,1
yaampun,8
sayangku,1
tunda,1
wkwkek,1
musuhku,1
gapapaaa.,6
naik.,1
mahaaall,1
ibunya,1
berapa.,3
pesenin,7
iyh,1
gttttt.,1
3an,2
gausah?????,1
in,2
aaku.,1
streaknya,1
sakit?,1
ayanggg.,1
bangettt.,2
berubah,4
ni?,1
kepentok,1
h&mnya?,1
suga,1
leci,1
cepettt,3
petra,1
ngentott,1
dengerin,3
table?,1
ratusan,1
boleehh,3
sumpah???,1
apaaannn.,1
iyyaaa,1
sengaja,,2
nyarinya,1
away,1
diinget,1
temanya,1
sehari.,1
mereka.,2
085287304437,1
baperan,1
jakpus,4
apart,5
barang*,1
barangnya?,1
chatnya,3
belinya.,1
refleks,1
vidcallan,2
pizza,1
dmn,21
pipisss.,2
jadiii,2
bgt???,1
bensin,2
nasib,1
technical,1
inn,,1
sih,153
heh,13
gimanaa,1
dokteran,1
foto,11
salak,1
jalanan,1
bebass,1
gakpapa?,1
abs,1
busetttt.,2
gaaakk???,1
brillll.,1
kg,2
face,1
pelatih,2
gaboleh?,1
ahahahahahah,1
dibawah,3
tanya,7
https://www.instagram.com/p/cbzmgtxllpj/?utm_medium=copy_link,1
dokter.,1
wkwka,1
iyakali,1
simpang,3
neraka.,1
kwkwkwkwkwwkw.,1
proses,2
beneran,28
pagian,1
bukanbya,1
setengahnya.,1
boarding,1
perlu,10
iyyy.,1
gaklah,7
lu,1
wkwkkskssksksksksk.,1
wins,1
gabohong,1
okeee,2
y,35
lagiii,1
babeee,4
thought,6
akan,10
point,,1
oly.,1
interview,2
selingkuh,6
nontonnya,1
gokil,2
psttiii,1
dioperasi.,1
kuota,1
siksa,1
calya,1
wmwkwkwkw.,1
tanasurga,1
kmn,3
apee,1
daddy.🥵💦,1
salting2.,1
karena,20
pukul,4
dokternya,4
ngilanginnya?,1
zooman,1
uksw,1
skripsinya?,1
ngatur2,1
psti,3
bts.,1
4.5,1
ass,1
gituuuu.,1
allaaahhhh.,1
wkkwkwkw,1
atlet,1
namane,1
10an,1
mamaku,,1
parfumkuuu.,1
rasanya,1
his,1
tukerer.,1
messenger,1
kos,7
emang,80
tenangggg.,1
kebawa.,1
protes,1
iya.,2
wakkaa,1
laper,4
crypto.,1
boboooo,1
hey,5
